Entry Date,ID,Exit Date,Pages Viewed,Conversion
2015-01-07 17:45:41,4334183972419178496,2015-01-07 17:51:08,6,No
2015-01-07 17:45:13,1461739981733801984,2015-01-07 17:50:00,3,No
2015-01-07 17:46:46,9032687532583263232,2015-01-07 17:48:00,10,No
2015-01-07 17:47:11,2304593992079952896,2015-01-07 17:50:19,8,No
2015-01-07 17:47:09,3134063139217368064,2015-01-07 17:48:16,8,No
2015-01-07 17:47:29,333534614408208384,2015-01-07 17:49:27,10,No
2015-01-07 17:48:15,3532089322484787200,2015-01-07 17:49:29,11,Yes
2015-01-07 17:49:02,4952927279091123200,2015-01-07 17:52:08,10,No
2015-01-07 17:49:25,4548606774437350400,n/a,1,No
2015-01-07 17:50:28,5535444554977073152,2015-01-07 17:50:31,1,No
2015-01-07 17:50:26,7562136823780434944,2015-01-07 17:54:35,8,No
2015-01-07 17:51:19,975634049323176960,2015-01-07 17:53:38,3,No
2015-01-07 17:52:09,3524870592260990976,2015-01-07 17:52:37,1,No
2015-01-07 17:52:01,6772339626401253376,2015-01-07 17:53:32,7,No
2015-01-07 17:51:55,641743415182449664,2015-01-07 17:55:49,10,No
2015-01-07 17:52:08,5713219717101998080,2015-01-07 17:52:12,1,No
2015-01-07 17:52:43,2798904354134545408,n/a,3,No
2015-01-07 17:52:53,3714538213007621120,2015-01-07 17:54:57,8,No
2015-01-07 17:54:34,3426168293414020096,2015-01-07 17:57:08,3,No
2015-01-07 17:55:38,8618564709303972864,n/a,2,No
2015-01-07 17:54:45,5638488121511645184,2015-01-07 17:58:47,9,Yes
2015-01-07 17:55:21,4980645219667558400,2015-01-07 17:58:50,3,No
2015-01-07 17:56:31,6320497353419318272,2015-01-07 17:57:51,1,No
2015-01-07 17:58:55,7590336104288447488,2015-01-07 18:00:40,8,No
2015-01-07 17:59:13,8155076528280488960,2015-01-07 17:59:16,1,No
2015-01-07 17:58:37,5367085459139056640,2015-01-07 17:58:46,1,No
2015-01-07 17:58:39,6745560261562798080,2015-01-07 17:58:53,1,No
2015-01-07 17:58:41,756750838826647552,2015-01-07 18:01:42,4,No
2015-01-07 17:58:43,4503985803626758144,2015-01-07 18:00:06,8,No
2015-01-07 17:59:21,4149995701414398976,2015-01-07 18:04:01,5,No
2015-01-07 18:00:21,7296430496404878336,2015-01-07 18:02:49,9,No
2015-01-07 18:00:18,77176537453684736,n/a,4,No
2015-01-07 18:02:52,1465257296452117504,2015-01-07 18:09:40,9,No
2015-01-07 18:02:36,1536032864898891776,2015-01-07 18:15:54,13,Yes
2015-01-07 18:03:06,7342669421462455296,n/a,1,No
2015-01-07 18:02:47,8757217075232653312,2015-01-07 18:05:44,9,No
2015-01-07 18:03:27,29163430295158784,2015-01-07 18:08:21,9,No
2015-01-07 18:04:08,975503285838072832,2015-01-07 18:07:04,10,No
2015-01-07 18:04:13,2327500561861025792,n/a,13,Yes
2015-01-07 18:06:09,6844746119207716864,2015-01-07 18:06:39,1,No
2015-01-07 18:07:37,8888995514597321728,2015-01-07 18:07:43,1,No
2015-01-07 18:08:52,3849903704424580096,2015-01-07 18:09:58,3,No
2015-01-07 18:08:58,4966895665709171712,2015-01-07 18:10:29,18,Yes
2015-01-07 18:10:15,3248900792595454976,2015-01-07 18:14:37,8,Yes
2015-01-07 18:09:40,8288909978929067008,2015-01-07 18:13:12,3,No
2015-01-07 18:11:32,402919980241379328,2015-01-07 18:11:42,1,No
2015-01-07 18:11:08,4862196893455982592,2015-01-07 18:11:19,1,No
2015-01-07 18:11:17,2908819568993058816,2015-01-07 18:11:31,1,No
2015-01-07 18:11:49,3214808938827095040,2015-01-07 18:15:14,13,Yes
2015-01-07 18:12:42,8992688641633743872,2015-01-07 18:15:00,8,No
2015-01-07 18:12:57,1220146975647600640,2015-01-07 18:15:10,5,No
2015-01-07 18:13:41,2135054601918853120,2015-01-07 18:16:36,10,No
2015-01-07 18:13:51,2525081390812413952,2015-01-07 18:15:35,6,No
2015-01-07 18:14:17,7545520460693664768,2015-01-07 18:14:26,1,No
2015-01-07 18:17:28,3808195630434953216,2015-01-07 18:19:50,1,No
2015-01-07 18:17:27,707408375175766016,2015-01-07 18:21:05,2,No
2015-01-07 18:18:45,5048861829643062272,2015-01-07 18:30:27,11,Yes
2015-01-07 18:20:13,7253420759003658240,2015-01-07 18:21:32,1,No
2015-01-07 18:18:49,4272660770600776704,2015-01-07 18:18:51,1,No
2015-01-07 18:18:46,8786552121151715328,2015-01-07 18:25:29,9,No
2015-01-07 18:19:10,9067135863232223232,2015-01-07 18:19:11,1,No
2015-01-07 18:19:50,3187726407473422336,2015-01-07 18:19:51,1,No
2015-01-07 18:21:37,646709908717419520,2015-01-07 18:21:46,1,No
2015-01-07 18:21:45,6028520392860188672,2015-01-07 18:21:55,1,No
2015-01-07 18:21:59,7655059807247523840,2015-01-07 18:22:00,1,No
2015-01-07 18:22:08,7773764876817212416,2015-01-07 18:22:42,1,No
2015-01-07 18:23:51,4382662754003016704,2015-01-07 18:25:55,2,No
2015-01-07 18:23:39,3641953423658855424,2015-01-07 18:27:51,3,Yes
2015-01-07 18:24:13,7740297164056827904,2015-01-07 18:24:27,1,No
2015-01-07 18:24:02,5878140699041671168,2015-01-07 18:25:12,10,No
2015-01-07 18:24:56,866519402372020224,2015-01-07 18:24:58,1,No
2015-01-07 18:26:21,4732590675524308992,n/a,1,No
2015-01-07 18:26:47,4789676195977638912,2015-01-07 18:26:57,1,No
2015-01-07 18:25:51,729755047927182336,2015-01-07 18:27:50,6,No
2015-01-07 18:26:44,1888573143348006912,2015-01-07 18:27:52,9,No
2015-01-07 18:27:30,8507872043973439488,2015-01-07 18:28:45,1,No
2015-01-07 18:26:47,4688071464148515840,n/a,5,No
2015-01-07 18:27:08,2958886793992339456,2015-01-07 18:29:15,10,Yes
2015-01-07 18:27:55,2072875753829313536,2015-01-07 18:28:02,1,No
2015-01-07 18:28:46,2200257011968525312,2015-01-07 18:30:51,10,No
2015-01-07 18:28:13,1135800618126468096,2015-01-07 18:29:39,5,No
2015-01-07 18:28:23,5183057035954358272,2015-01-07 18:32:33,5,No
2015-01-07 18:28:31,7433212182669033472,n/a,17,Yes
2015-01-07 18:28:37,7808861483805092864,2015-01-07 18:30:54,6,Yes
2015-01-07 18:28:59,3321932740732907520,2015-01-07 18:37:10,18,Yes
2015-01-07 18:29:43,710893422210948096,2015-01-07 18:31:08,8,No
2015-01-07 18:30:26,3043108251003040768,2015-01-07 18:32:04,7,No
2015-01-07 18:31:07,4473054316256271360,2015-01-07 18:37:28,5,No
2015-01-07 18:31:39,2616183428096465920,2015-01-07 18:31:47,1,No
2015-01-07 18:32:43,4888878092194059264,2015-01-07 18:42:05,1,No
2015-01-07 18:32:07,2043279387252130816,2015-01-07 18:32:20,1,No
2015-01-07 18:32:58,8963056443177408512,2015-01-07 18:35:20,2,No
2015-01-07 18:33:01,6526024657350494208,2015-01-07 18:35:30,7,No
2015-01-07 18:33:16,8615682549501231104,2015-01-07 18:33:30,1,No
2015-01-07 18:34:14,6372326453763988480,2015-01-07 18:40:25,9,Yes
2015-01-07 18:35:04,1851502015788935168,2015-01-07 18:36:58,6,No
2015-01-07 18:35:03,6829242798953988096,2015-01-07 18:37:38,4,No
2015-01-07 18:35:20,5968657821524836352,2015-01-07 18:35:22,1,No
2015-01-07 18:35:17,8249107563475907584,2015-01-07 18:41:37,1,No
2015-01-07 18:35:57,2654648819368118272,2015-01-07 18:38:21,4,No
2015-01-07 18:36:17,3015007264953970688,2015-01-07 18:40:01,3,No
2015-01-07 18:38:16,2853321381991455744,2015-01-07 18:38:16,1,No
2015-01-07 18:38:40,1788657436139611136,2015-01-07 18:53:56,18,Yes
2015-01-07 18:39:36,6213312284926896128,2015-01-07 18:39:36,1,No
2015-01-07 18:40:44,6098834866778890240,2015-01-07 18:43:37,3,No
2015-01-07 18:41:54,8978204735029958656,2015-01-07 18:41:55,1,No
2015-01-07 18:43:15,6958536282610205696,2015-01-07 18:45:19,3,No
2015-01-07 18:43:15,703771715514827776,2015-01-07 18:48:03,6,No
2015-01-07 18:43:41,7045578638722098176,2015-01-07 18:44:44,9,Yes
2015-01-07 18:44:11,5227693775627102208,2015-01-07 18:49:15,9,No
2015-01-07 18:44:44,3698046123516161024,2015-01-07 18:44:45,1,No
2015-01-07 18:45:35,8334715134735417344,2015-01-07 18:45:44,1,No
2015-01-07 18:45:41,525292943265605632,2015-01-07 18:48:03,1,No
2015-01-07 18:46:54,7795293516729863168,2015-01-07 18:48:34,5,Yes
2015-01-07 18:47:01,6603552777730959360,2015-01-07 18:49:39,7,No
2015-01-07 18:47:09,6783706773561463808,2015-01-07 18:48:15,9,No
2015-01-07 18:47:46,316219905600227328,2015-01-07 18:49:58,5,Yes
2015-01-07 18:49:37,7612663775186306048,2015-01-07 18:51:11,2,No
2015-01-07 18:51:51,2452988918833088512,2015-01-07 18:52:03,1,No
2015-01-07 18:52:28,6579481512957421568,n/a,10,No
2015-01-07 18:54:03,4633090067063624704,2015-01-07 18:56:13,3,No
2015-01-07 18:54:55,2021258847456043008,2015-01-07 18:59:57,8,Yes
2015-01-07 18:55:19,542998332134511616,2015-01-07 18:56:53,8,No
2015-01-07 18:55:59,8585011540746246144,n/a,5,Yes
2015-01-07 18:56:03,7622655167371591680,n/a,4,No
2015-01-07 18:57:23,3915638073469958144,2015-01-07 19:02:10,8,No
2015-01-07 18:56:08,1004911851474899968,2015-01-07 18:58:05,3,No
2015-01-07 18:56:33,5676412461614816256,n/a,1,No
2015-01-07 18:57:50,1452967248318727168,2015-01-07 18:58:51,2,No
2015-01-07 18:56:38,2958933716872181760,2015-01-07 18:56:42,1,No
2015-01-07 18:56:50,1581906608986021888,2015-01-07 19:00:40,8,No
2015-01-07 18:56:57,2496343768461381632,2015-01-07 18:59:56,8,No
2015-01-07 18:57:38,6590710909108957184,2015-01-07 19:02:17,7,No
2015-01-07 18:58:07,1969942255557032960,n/a,6,No
2015-01-07 18:58:13,5682081930278409216,2015-01-07 19:00:52,6,No
2015-01-07 18:59:21,4674945120969948160,2015-01-07 19:09:15,5,Yes
2015-01-07 18:59:53,3619391064307529728,n/a,8,No
2015-01-07 19:00:03,2206074687364005888,2015-01-07 19:01:33,10,No
2015-01-07 19:01:02,1934729419333278720,2015-01-07 19:02:27,5,No
2015-01-07 19:01:46,5513226075384823808,2015-01-07 19:05:04,4,No
2015-01-07 19:01:36,1756142688507850752,2015-01-07 19:06:04,5,No
2015-01-07 19:01:40,5724871481624778752,n/a,10,Yes
2015-01-07 19:01:41,5129964488053556224,2015-01-07 19:07:53,1,No
2015-01-07 19:01:55,4492493492864303104,2015-01-07 19:05:04,20,Yes
2015-01-07 19:02:33,7215340429344006144,2015-01-07 19:04:19,5,No
2015-01-07 19:02:44,3821016604677030912,2015-01-07 19:03:47,8,No
2015-01-07 19:04:34,1638269029535219712,n/a,20,Yes
2015-01-07 19:04:45,5944822434517779456,2015-01-07 19:07:42,3,No
2015-01-07 19:04:55,3771688594042371072,2015-01-07 19:04:57,1,No
2015-01-07 19:05:58,8363779003560952832,2015-01-07 19:06:03,1,No
2015-01-07 19:07:25,4531485457301112832,2015-01-07 19:16:17,10,No
2015-01-07 19:09:07,8785035829286347776,2015-01-07 19:09:14,1,No
2015-01-07 19:09:05,138153927606247424,2015-01-07 19:16:24,4,Yes
2015-01-07 19:10:22,1243362957697248256,2015-01-07 19:12:13,4,No
2015-01-07 19:12:32,7074309554240592896,2015-01-07 19:15:36,2,No
2015-01-07 19:13:09,6286417178822585344,2015-01-07 19:14:40,2,No
2015-01-07 19:13:57,4148315269597932544,2015-01-07 19:14:07,1,No
2015-01-07 19:14:49,3269522604507418624,2015-01-07 19:17:01,6,No
2015-01-07 19:15:14,6463419521865408512,2015-01-07 19:16:33,3,No
2015-01-07 19:15:16,2212949607087608832,2015-01-07 19:17:35,6,No
2015-01-07 19:16:49,1771653607549182976,2015-01-07 19:16:57,1,No
2015-01-07 19:16:24,5262916959003344896,2015-01-07 19:23:17,12,Yes
2015-01-07 19:17:28,8839844595798454272,2015-01-07 19:17:38,1,No
2015-01-07 19:18:04,8931156416386193408,2015-01-07 19:20:23,8,No
2015-01-07 19:17:53,9036755891325863936,2015-01-07 19:18:02,1,No
2015-01-07 19:18:28,6132665061087314944,2015-01-07 19:18:36,1,No
2015-01-07 19:18:21,5798148128202503168,2015-01-07 19:18:27,1,No
2015-01-07 19:19:13,1867619544707680256,n/a,8,No
2015-01-07 19:19:16,7456289614455258112,2015-01-07 19:20:26,8,No
2015-01-07 19:20:11,7985114079528525824,2015-01-07 19:20:12,1,No
2015-01-07 19:20:36,8101100859627142144,2015-01-07 19:22:53,9,No
2015-01-07 19:21:34,1023099250689355776,n/a,2,No
2015-01-07 19:21:18,6725992868949511168,2015-01-07 19:23:39,9,No
2015-01-07 19:21:51,5735812597529666560,2015-01-07 19:25:02,5,No
2015-01-07 19:23:08,909896012586137600,2015-01-07 19:24:34,7,No
2015-01-07 19:23:00,5306924925717068800,2015-01-07 19:23:03,1,No
2015-01-07 19:24:08,7543473009810760704,2015-01-07 19:24:16,1,No
2015-01-07 19:25:35,5559172339561174016,2015-01-07 19:25:36,1,No
2015-01-07 19:26:19,5619137138645318656,2015-01-07 19:29:11,14,Yes
2015-01-07 19:27:27,8493318865025011712,2015-01-07 19:30:27,5,No
2015-01-07 19:27:46,5970905387643035648,2015-01-07 19:31:38,5,No
2015-01-07 19:28:13,5059553350509615104,2015-01-07 19:31:10,2,No
2015-01-07 19:28:29,1278743746395959296,2015-01-07 19:32:44,10,No
2015-01-07 19:29:16,154613387113679872,2015-01-07 19:30:54,7,No
2015-01-07 19:30:23,7115857182251318272,2015-01-07 19:30:30,1,No
2015-01-07 19:30:44,5817950524242641920,2015-01-07 19:34:23,9,No
2015-01-07 19:31:07,7036055185526834176,2015-01-07 19:32:50,9,No
2015-01-07 19:33:09,8305376652105227264,2015-01-07 19:36:12,4,No
2015-01-07 19:32:19,8997612775681439744,2015-01-07 19:37:01,9,No
2015-01-07 19:32:10,4725756208097861632,2015-01-07 19:32:38,1,No
2015-01-07 19:33:02,2192061996845995008,2015-01-07 19:37:42,7,No
2015-01-07 19:32:41,1286656357325956096,2015-01-07 19:35:10,6,No
2015-01-07 19:33:22,4070684309945011200,2015-01-07 19:35:08,2,No
2015-01-07 19:33:51,7776614669597995008,2015-01-07 19:38:16,5,No
2015-01-07 19:34:20,7797661862829194240,2015-01-07 19:35:44,9,No
2015-01-07 19:34:20,5130645860639663104,2015-01-07 19:34:30,1,No
2015-01-07 19:35:03,4826446616863223808,2015-01-07 19:35:18,1,No
2015-01-07 19:35:44,7228554762789834752,n/a,9,No
2015-01-07 19:35:58,5839770193576506368,2015-01-07 19:36:31,1,No
2015-01-07 19:36:49,3023124457128291328,2015-01-07 19:39:27,5,No
2015-01-07 19:37:39,800085706728992768,2015-01-07 19:37:40,1,No
2015-01-07 19:37:45,8424096638532939776,2015-01-07 19:38:48,8,No
2015-01-07 19:39:44,4509986481387303936,2015-01-07 19:39:45,1,No
2015-01-07 19:38:47,2392449446388233216,2015-01-07 19:42:57,8,No
2015-01-07 19:39:21,3345357764431660032,2015-01-07 19:39:21,1,No
2015-01-07 19:39:09,2469746062355447808,2015-01-07 19:40:46,6,No
2015-01-07 19:40:05,1882526229150925824,2015-01-07 19:41:52,2,No
2015-01-07 19:40:38,5501036975150019584,2015-01-07 19:40:59,1,No
2015-01-07 19:42:46,3326804899405117440,2015-01-07 19:42:52,1,No
2015-01-07 19:41:57,2490963734756079616,2015-01-07 19:42:00,1,No
2015-01-07 19:42:26,3268672190556921856,2015-01-07 19:43:26,19,Yes
2015-01-07 19:43:00,533255436721903616,2015-01-07 19:49:10,5,No
2015-01-07 19:43:15,7374603788230195200,2015-01-07 19:46:21,2,No
2015-01-07 19:43:20,4931365758414178304,2015-01-07 19:50:31,10,No
2015-01-07 19:44:02,7716004212338319360,2015-01-07 19:46:03,10,No
2015-01-07 19:44:14,2927313727562889216,2015-01-07 19:45:42,8,No
2015-01-07 19:44:25,6289361243255695360,2015-01-07 19:50:17,4,No
2015-01-07 19:45:21,4785416676702743552,2015-01-07 19:45:54,1,No
2015-01-07 19:45:50,5559545858603785216,2015-01-07 19:48:32,11,Yes
2015-01-07 19:46:25,8745980463866986496,2015-01-07 19:46:29,1,No
2015-01-07 19:45:59,699714195766019072,2015-01-07 19:47:10,7,No
2015-01-07 19:46:01,729997904534606848,2015-01-07 19:46:02,1,No
2015-01-07 19:47:11,5240033564248147968,2015-01-07 19:48:29,7,No
2015-01-07 19:47:25,8803584906412359680,2015-01-07 19:47:26,1,No
2015-01-07 19:47:26,9099765708045782016,n/a,7,No
2015-01-07 19:49:13,679666849927616512,2015-01-07 19:51:16,7,No
2015-01-07 19:48:21,3043890970667624448,2015-01-07 19:55:52,4,No
2015-01-07 19:49:18,6019678783076895744,2015-01-07 19:55:26,8,No
2015-01-07 19:49:46,760414447866155008,2015-01-07 19:52:45,4,No
2015-01-07 19:50:22,463258675910744064,2015-01-07 19:51:50,1,No
2015-01-07 19:50:54,1471571225731452928,2015-01-07 20:04:59,17,Yes
2015-01-07 19:51:30,2971911687047905280,2015-01-07 19:51:55,1,No
2015-01-07 19:53:44,9124683851387941888,2015-01-07 19:56:24,5,No
2015-01-07 19:54:19,1702778508126694400,2015-01-07 20:03:33,16,Yes
2015-01-07 19:54:40,3024947105233617920,2015-01-07 19:54:42,1,No
2015-01-07 19:54:50,7808563600947625984,2015-01-07 19:57:48,4,No
2015-01-07 19:57:25,1517350878052967424,2015-01-07 19:58:46,1,No
2015-01-07 19:59:02,7047021065025489920,n/a,3,No
2015-01-07 19:57:47,5893709578558962688,2015-01-07 20:00:32,8,No
2015-01-07 19:57:46,7782764816852337664,2015-01-07 19:59:02,4,No
2015-01-07 19:58:22,4814250868812351488,2015-01-07 19:59:56,1,No
2015-01-07 19:57:58,183792283211895808,2015-01-07 19:59:02,7,No
2015-01-07 19:58:34,1779126195818203136,2015-01-07 20:05:35,4,No
2015-01-07 19:59:13,7634820594114166784,2015-01-07 20:01:08,5,No
2015-01-07 20:00:29,5390748379861475328,2015-01-07 20:03:42,3,No
2015-01-07 20:00:34,4450234154178447360,2015-01-07 20:00:50,1,No
2015-01-07 20:01:26,8265018308328307712,2015-01-07 20:06:59,5,No
2015-01-07 20:01:49,6669875224119161856,2015-01-07 20:07:24,16,Yes
2015-01-07 20:02:10,890680884421869568,2015-01-07 20:02:11,1,No
2015-01-07 20:03:12,8578570250977523712,2015-01-07 20:04:36,6,No
2015-01-07 20:03:32,2730737092709828608,2015-01-07 20:05:39,7,No
2015-01-07 20:03:29,8011501484543849472,2015-01-07 20:03:52,1,No
2015-01-07 20:03:55,967769014415991808,2015-01-07 20:07:55,3,No
2015-01-07 20:04:16,5659924976023409664,2015-01-07 20:07:03,18,Yes
2015-01-07 20:05:03,734601331984822272,2015-01-07 20:06:04,2,No
2015-01-07 20:05:09,4093710195690106880,2015-01-07 20:05:11,1,No
2015-01-07 20:05:38,8552157694430564352,2015-01-07 20:09:10,9,No
2015-01-07 20:05:32,2975321262216640512,2015-01-07 20:05:34,1,No
2015-01-07 20:05:55,4596818029487570944,2015-01-07 20:12:25,8,No
2015-01-07 20:06:08,7890952473105352704,2015-01-07 20:06:16,1,No
2015-01-07 20:06:35,4411162393658000384,2015-01-07 20:07:36,8,No
2015-01-07 20:06:27,5761104533245912064,2015-01-07 20:06:31,1,No
2015-01-07 20:07:09,2612460031843833856,2015-01-07 20:07:09,1,No
2015-01-07 20:07:59,9136910080069337088,2015-01-07 20:13:47,3,No
2015-01-07 20:09:00,3281604461722207232,2015-01-07 20:12:54,8,No
2015-01-07 20:08:46,3012466175662968832,n/a,2,No
2015-01-07 20:09:53,8536244557252995072,2015-01-07 20:10:04,1,No
2015-01-07 20:10:00,8698417438376353792,2015-01-07 20:10:04,1,No
2015-01-07 20:10:52,1092624108542414848,2015-01-07 20:12:25,3,No
2015-01-07 20:12:46,5664985290685109248,2015-01-07 20:14:42,7,No
2015-01-07 20:13:16,3027766148428069888,2015-01-07 20:13:19,1,No
2015-01-07 20:14:11,4205992452980641792,2015-01-07 20:19:58,6,No
2015-01-07 20:16:02,6375859761172738048,2015-01-07 20:16:27,1,No
2015-01-07 20:15:02,7575064173449031680,n/a,19,Yes
2015-01-07 20:16:02,1872314928070720512,2015-01-07 20:18:05,10,No
2015-01-07 20:16:22,3604012847193438208,n/a,2,No
2015-01-07 20:17:05,9047543773633899520,2015-01-07 20:17:15,1,No
2015-01-07 20:17:37,2797740758854819840,2015-01-07 20:17:39,1,No
2015-01-07 20:18:51,2499491030309939200,2015-01-07 20:28:01,1,No
2015-01-07 20:18:52,5028319779251887104,2015-01-07 20:22:17,13,Yes
2015-01-07 20:19:43,1870476954002251776,2015-01-07 20:19:59,1,No
2015-01-07 20:20:50,765070177847407616,2015-01-07 20:23:16,1,No
2015-01-07 20:21:32,7437773205657638912,2015-01-07 20:23:48,3,No
2015-01-07 20:21:21,1531142504287554560,2015-01-07 20:23:36,4,No
2015-01-07 20:21:04,5620881474431997952,2015-01-07 20:21:06,1,No
2015-01-07 20:21:31,5602155461877655552,2015-01-07 20:27:41,5,No
2015-01-07 20:22:07,1725533910084046848,2015-01-07 20:22:23,1,No
2015-01-07 20:22:10,4624922609140180992,n/a,5,No
2015-01-07 20:23:56,7854838662977227776,n/a,8,No
2015-01-07 20:23:47,349090060716862464,2015-01-07 20:23:56,1,No
2015-01-07 20:24:24,2235072580975823872,2015-01-07 20:24:24,1,No
2015-01-07 20:24:27,306305959197322240,2015-01-07 20:24:31,1,No
2015-01-07 20:25:50,4713495451850422272,2015-01-07 20:30:36,8,Yes
2015-01-07 20:25:12,6779819845952432128,2015-01-07 20:25:14,1,No
2015-01-07 20:25:26,2650631050902483968,n/a,1,No
2015-01-07 20:26:07,9141449941426179072,2015-01-07 20:32:34,9,No
2015-01-07 20:27:40,9002338036847024128,2015-01-07 20:30:15,7,No
2015-01-07 20:27:11,3123648834176316416,n/a,4,No
2015-01-07 20:28:00,9029856066761199616,2015-01-07 20:28:33,1,No
2015-01-07 20:28:02,391567499250192384,2015-01-07 20:32:24,2,No
2015-01-07 20:29:34,2851697300030808064,2015-01-07 20:37:44,7,No
2015-01-07 20:29:06,6620355065818591232,n/a,5,No
2015-01-07 20:29:27,2139753171313881088,2015-01-07 20:31:38,6,No
2015-01-07 20:30:32,3755633478813360128,2015-01-07 20:33:43,7,No
2015-01-07 20:31:19,3017356638801619968,2015-01-07 20:32:39,1,No
2015-01-07 20:31:30,6489021368613851136,2015-01-07 20:32:36,14,Yes
2015-01-07 20:31:46,109270899955777536,2015-01-07 20:35:33,3,No
2015-01-07 20:32:09,1626107384223041536,2015-01-07 20:32:13,1,No
2015-01-07 20:32:46,3141429699014374400,2015-01-07 20:35:33,6,No
2015-01-07 20:32:58,1372755647634778112,2015-01-07 20:33:22,1,No
2015-01-07 20:34:16,5146449767067219968,n/a,1,No
2015-01-07 20:35:26,4718826598888066048,2015-01-07 20:35:48,1,No
2015-01-07 20:34:09,7892714175691870208,2015-01-07 20:34:16,1,No
2015-01-07 20:34:48,2497239116509645824,2015-01-07 20:36:10,4,No
2015-01-07 20:34:58,4237140036380432384,2015-01-07 20:35:12,1,No
2015-01-07 20:35:39,2740718722897937408,2015-01-07 20:37:46,8,No
2015-01-07 20:35:27,1937802500275801088,2015-01-07 20:36:43,2,No
2015-01-07 20:36:10,4780252092859511808,n/a,9,No
2015-01-07 20:37:38,817045085134271488,2015-01-07 20:39:05,5,No
2015-01-07 20:38:32,1766487348924524544,2015-01-07 20:38:39,1,No
2015-01-07 20:39:45,7835913100512455680,2015-01-07 20:45:02,3,No
2015-01-07 20:40:41,8761809957266998272,2015-01-07 20:40:46,1,No
2015-01-07 20:41:22,4768481814686222336,2015-01-07 20:44:53,5,No
2015-01-07 20:41:57,3513460457748796416,2015-01-07 20:44:27,8,No
2015-01-07 20:42:52,3597909341115799552,n/a,9,No
2015-01-07 20:43:10,6135496368112224256,2015-01-07 20:44:57,2,No
2015-01-07 20:43:31,3545824615237882880,2015-01-07 20:44:31,7,No
2015-01-07 20:43:49,8567200315339462656,2015-01-07 20:49:08,5,No
2015-01-07 20:44:32,2665958889866027008,2015-01-07 20:47:17,8,No
2015-01-07 20:44:49,6446449030235702272,n/a,2,No
2015-01-07 20:45:25,2168266692776633344,2015-01-07 20:45:38,1,No
2015-01-07 20:45:40,9049155922796409856,n/a,1,No
2015-01-07 20:45:49,3389065932954931200,2015-01-07 20:47:00,8,No
2015-01-07 20:46:02,4768287554105818112,2015-01-07 20:51:34,14,Yes
2015-01-07 20:46:42,5582865057883509760,2015-01-07 20:50:47,8,No
2015-01-07 20:47:45,1119591167573175296,2015-01-07 20:47:47,1,No
2015-01-07 20:48:49,1560950132462613504,2015-01-07 20:52:20,6,No
2015-01-07 20:49:36,6970449466014285824,2015-01-07 20:52:34,5,No
2015-01-07 20:50:55,3794036518086787072,2015-01-07 20:51:00,1,No
2015-01-07 20:50:56,4272494404815739904,2015-01-07 20:52:37,3,No
2015-01-07 20:52:29,6275713613134697472,n/a,1,No
2015-01-07 20:53:55,4861662737129390080,2015-01-07 20:55:23,7,No
2015-01-07 20:53:03,279568623695032320,2015-01-07 20:55:16,6,No
2015-01-07 20:55:35,8403364891094777856,2015-01-07 20:57:35,9,No
2015-01-07 20:55:51,2263005985976579072,2015-01-07 20:58:13,5,No
2015-01-07 20:56:43,5974736953770904576,n/a,1,No
2015-01-07 20:56:54,5166136894121172992,2015-01-07 20:57:02,1,No
2015-01-07 20:57:13,1129459337289474048,n/a,6,No
2015-01-07 20:58:02,3985624828568606720,2015-01-07 20:59:51,9,No
2015-01-07 20:59:10,1403466506034388992,2015-01-07 21:00:39,10,No
2015-01-07 21:00:00,4228858299043318784,2015-01-07 21:00:07,1,No
2015-01-07 21:01:04,7517892025891108864,2015-01-07 21:02:59,8,No
2015-01-07 21:01:22,1177674070991397888,2015-01-07 21:04:26,5,No
2015-01-07 21:02:12,8557545607464347648,2015-01-07 21:02:15,1,No
2015-01-07 21:02:59,9082568932717648896,n/a,4,No
2015-01-07 21:04:46,7086249518877178880,2015-01-07 21:07:00,5,No
2015-01-07 21:04:42,4664882584525210624,2015-01-07 21:04:46,1,No
2015-01-07 21:05:21,7665271395768711168,2015-01-07 21:11:10,6,No
2015-01-07 21:05:38,1482557621035592704,2015-01-07 21:10:41,4,No
2015-01-07 21:06:45,2151291738229053440,2015-01-07 21:07:10,1,No
2015-01-07 21:07:54,1765630893518721024,n/a,17,Yes
2015-01-07 21:07:20,3073378048859425792,2015-01-07 21:08:27,9,No
2015-01-07 21:07:47,2072012036293070848,n/a,1,No
2015-01-07 21:08:04,4811552247351605248,2015-01-07 21:20:05,9,Yes
2015-01-07 21:09:29,4934289542869014528,2015-01-07 21:09:37,1,No
2015-01-07 21:10:38,584638477680536576,2015-01-07 21:21:09,1,No
2015-01-07 21:12:00,480492931142045696,2015-01-07 21:14:54,3,No
2015-01-07 21:11:43,5884609397225964544,2015-01-07 21:11:48,1,No
2015-01-07 21:11:57,5658474341323926528,2015-01-07 21:14:02,3,No
2015-01-07 21:12:14,5806907630545122304,2015-01-07 21:14:53,9,No
2015-01-07 21:12:15,6179590400365355008,2015-01-07 21:13:45,7,No
2015-01-07 21:13:20,173378776624236544,2015-01-07 21:18:16,3,No
2015-01-07 21:13:08,7147975158286211072,2015-01-07 21:13:13,1,No
2015-01-07 21:15:17,6662235439236096,2015-01-07 21:16:34,2,No
2015-01-07 21:15:53,4309154387052696576,2015-01-07 21:16:57,9,No
2015-01-07 21:15:20,7486353494547640320,2015-01-07 21:18:44,10,No
